ID,Fecha,Fecha Envío,Fecha Entrega,Cliente,SKU,Cantidad,Precio Unitario USD,Subtotal USD,Descuento %,Impuesto USD,Total USD,Método de Pago,Canal de Venta,Almacén Origen,Transporte,Número Tracking,Estado,Observaciones
VENT-0773,2024-09-01,2024-09-01,2024-09-14,CLI-017,SKU-0133,24.0,854.71,20513.04,8.5,3282.09,22051.52,PayPal,E-commerce,ALM-04,TR-001,TRK3026800941,Completada,OK
VENT-0774,2025-05-10,2025-05-13,2025-05-18,CLI-098,SKU-0058,36.0,792.02,28512.72,16.9,4562.04,28256.11,Cheque,App Móvil,ALM-02,TR-004,TRK7447874133,Completada,Requiere seguimiento
VENT-0775,2025-02-03,2025-02-04,2025-02-04,CLI-017,SKU-0178,47.0,484.59,22775.73,10.1,3644.12,24119.5,Mercado Pago,Marketplace,ALM-01,TR-001,TRK1356242586,Completada,
VENT-0776,2024-10-24,2024-10-27,2024-10-28,CLI-019,SKU-0184,18.0,212.65,3827.7,5.9,612.43,4214.3,Stripe,Web,ALM-06,TR-024,TRK8123833948,Devuelta,OK
VENT-0777,2025-03-13,2025-03-13,2025-03-24,CLI-013,SKU-0194,40.0,767.37,30694.8,15.7,4911.17,30786.89,PayPal,Marketplace,ALM-08,TR-004,TRK6910726321,Cancelada,Requiere seguimiento
VENT-0778,2024-02-11,2024-02-14,2024-02-20,CLI-099,SKU-0103,26.0,715.73,18608.98,8.1,2977.44,20079.09,Mercado Pago,Teléfono,ALM-04,TR-010,TRK8640655277,Completada,
VENT-0779,2024-10-15,2024-10-16,2024-10-26,CLI-079,SKU-0183,24.0,221.87,5324.88,18.7,851.98,5181.11,Cheque,App Móvil,ALM-06,TR-007,TRK8646464809,Completada,
VENT-0780,2025-09-30,2025-09-30,2025-10-08,CLI-017,SKU-0023,38.0,160.75,6108.5,5.2,977.36,6768.22,Tarjeta de crédito,Presencial,ALM-05,TR-016,TRK3885195352,Cancelada,
VENT-0781,2024-04-27,2024-04-27,2024-05-12,CLI-098,SKU-0030,22.0,494.27,10873.94,12.8,1739.83,11221.91,Efectivo,Web,ALM-02,TR-002,TRK5592362860,Completada,Urgente
VENT-0782,2025-07-27,2025-07-28,2025-08-07,CLI-002,SKU-0008,33.0,126.16,4163.28,8.0,666.12,4496.34,Efectivo,E-commerce,ALM-06,TR-020,TRK4667432589,Completada,Requiere seguimiento
VENT-0783,2024-04-01,2024-04-02,2024-04-03,CLI-037,SKU-0130,33.0,670.98,22142.34,7.2,3542.77,24090.86,Efectivo,Marketplace,ALM-07,TR-016,TRK3448708534,Pendiente,Urgente
VENT-0784,2025-01-31,2025-02-02,2025-02-11,CLI-032,SKU-0182,33.0,839.3,27696.9,19.7,4431.5,26672.11,Mercado Pago,Teléfono,ALM-03,TR-001,TRK4764952857,Completada,OK
VENT-0785,2026-03-08,2026-03-09,2026-03-13,CLI-089,SKU-0036,43.0,426.13,18323.59,7.3,2931.77,19917.74,Cheque,Marketplace,ALM-06,TR-009,TRK8389938878,Completada,Cliente satisfecho
VENT-0786,2025-11-04,2025-11-05,2025-11-05,CLI-001,SKU-0011,3.0,651.36,1954.08,14.7,312.65,1979.48,PayPal,E-commerce,ALM-01,TR-003,TRK8500228243,Completada,Requiere seguimiento
VENT-0787,2024-08-01,2024-08-02,2024-08-09,CLI-012,SKU-0151,2.0,547.58,1095.16,6.8,175.23,1195.92,Tarjeta de crédito,E-commerce,ALM-04,TR-024,TRK4115960020,Completada,Requiere seguimiento
VENT-0788,2024-07-24,2024-07-24,2024-07-26,CLI-054,SKU-0168,14.0,405.11,5671.54,14.3,907.45,5767.96,Tarjeta de crédito,Web,ALM-01,TR-019,TRK9815056364,Completada,
VENT-0789,2024-11-13,2024-11-13,2024-11-16,CLI-071,SKU-0114,34.0,191.17,6499.78,0.1,1039.96,7533.24,PayPal,App Móvil,ALM-04,TR-011,TRK2196917393,En proceso,
VENT-0790,2024-09-25,2024-09-26,2024-10-06,CLI-080,SKU-0175,4.0,597.31,2389.24,4.6,382.28,2661.61,Cheque,E-commerce,ALM-07,TR-003,TRK7088048157,Completada,
VENT-0791,2025-03-15,2025-03-15,2025-03-21,CLI-066,SKU-0022,9.0,888.04,7992.36,13.5,1278.78,8192.17,Mercado Pago,Marketplace,ALM-05,TR-025,TRK4082960786,Completada,
VENT-0792,2026-03-09,2026-03-10,2026-03-10,CLI-005,SKU-0090,44.0,538.78,23706.32,4.2,3793.01,26503.66,Mercado Pago,Marketplace,ALM-07,TR-016,TRK4993755155,Devuelta,Cliente satisfecho
VENT-0793,2024-11-11,2024-11-12,2024-11-22,CLI-018,SKU-0025,36.0,567.62,20434.32,2.5,3269.49,23192.95,Cheque,Marketplace,ALM-04,TR-016,TRK9584343419,En proceso,
VENT-0794,2025-05-05,2025-05-05,2025-05-14,CLI-097,SKU-0187,7.0,424.43,2971.01,9.7,475.36,3158.18,Cheque,E-commerce,ALM-07,TR-005,TRK5115397307,Cancelada,
VENT-0795,2024-01-26,2024-01-26,2024-02-07,CLI-056,SKU-0140,34.0,824.84,28044.56,13.3,4487.13,28801.76,Stripe,E-commerce,ALM-03,TR-015,TRK9264884678,Completada,
VENT-0796,2025-12-08,2025-12-08,2025-12-18,CLI-024,SKU-0109,28.0,447.99,12543.72,10.3,2007.0,13258.72,Stripe,App Móvil,ALM-04,TR-015,TRK8059128209,Completada,Urgente
VENT-0797,2025-11-23,2025-11-23,2025-12-01,CLI-042,SKU-0044,12.0,540.24,6482.88,12.8,1037.26,6690.33,Efectivo,Marketplace,ALM-10,TR-008,TRK8767119753,Completada,
VENT-0798,2025-03-20,2025-03-22,2025-03-30,CLI-042,SKU-0088,40.0,481.3,19252.0,9.3,3080.32,20541.88,Mercado Pago,E-commerce,ALM-07,TR-010,TRK9697040484,Completada,Requiere seguimiento
VENT-0799,2025-12-28,2025-12-30,2025-12-30,CLI-095,SKU-0137,2.0,353.67,707.34,18.5,113.17,689.65,Mercado Pago,E-commerce,ALM-02,TR-025,TRK6959402765,Devuelta,
VENT-0800,2024-12-26,2024-12-29,2025-01-01,CLI-074,SKU-0018,9.0,572.19,5149.71,19.0,823.95,4995.22,Mercado Pago,Web,ALM-09,TR-018,TRK2895803682,Completada,Cliente satisfecho
92,,,,,,,,,,,,,,,,,,
